id,director,actor1,actor2,actor3,genres,keywords,title
634544,alanball,paulbettany,sophialillis,petermacdissi,Drama,new york c life and death road trip alcohol famili gay,Uncle Frank
768141,taylorswift,taylorswift,jackantonoff,aarondessner,Music Documentary,,Folklore: The Long Pond Studio Sessions
521007,benfalcone,melissamccarthy,jamescorden,bobbycannavale,Comedy Science Fiction Romance,,Superintelligence
447362,mitjaokorn,jadensmith,caradelevingne,cubagoodingjr.,Drama Romance,,Life in a Year
526702,ashleyavis,katewinslet,mackenziefoy,iainglen,Drama,narrat,Black Beauty
611213,ryanmurphy,merylstreep,joellenpellman,jamescorden,Romance Comedy,music romanc based on play or mus lgbt teen gay,The Prom
632322,marcmeyers,jessicarothe,harryshumjr.,michaelmasini,Romance Drama,cancer,All My Life
662546,sharonmaguire,jillianbell,islafisher,santiagocabrera,Family Fantasy Comedy,christma,Godmothered
652962,lukegreenfield,josézúñiga,luisgerardoméndez,vincentspano,Comedy Drama,,Half Brothers
646593,aprilmullen,aaroneckhart,tommyleejones,katherynwinnick,Thriller Crime Mystery,small town murder grief car accid fbi ag,Wander
624788,lawrencemichaellevine,aubreyplaza,christopherabbott,sarahgadon,Drama Comedy Thriller,love triangl pregnanc dark comedi cabin in the wood,Black Bear
623856,stevensoderbergh,merylstreep,lucashedges,gemmachan,Comedy Drama,female friendship writer,Let Them All Talk
614911,georgeclooney,georgeclooney,felicityjones,davidoyelowo,Science Fiction Drama,based on novel or book space travel post-apocalyptic futur end of the world cancer,The Midnight Sky
721625,adammason,k.j.apa,sofiacarson,craigrobinson,Thriller Romance Drama Mystery,post-apocalyptic futur covid-19,Songbird
628333,johnpatrickshanley,emilyblunt,jamiedornan,jonhamm,Romance Drama,based on play or mus,Wild Mountain Thyme
727306,reginaldhudlin,jayreeves,amandawarren,corinnefoxx,Family Drama History,american footbal sport based on true stori,Safety
540023,taramiele,siennamiller,diegoluna,bethgrant,Romance Drama,,Wander Darkly
643612,juliahart,rachelbrosnahan,marshastephanieblake,arinzékene,Crime Drama,babi murder car accid,I'm Your Woman
633908,jamiebabbit,drewbarrymore,michaelzegen,t.j.miller,Comedy,mistaken ident,The Stand In
727097,adamegyptmortimer,joemanganiello,skylanbrooks,zoleegriggs,Action Thriller Crime Science Fiction,superhero drug mental il,Archenemy
653665,ekwamsangi,ntaregumambahomwine,zainabjah,jaymelawson,Romance Drama,,Farewell Amor
458576,paulw.s.anderson,millajovovich,tonyjaa,ronperlman,Action Fantasy Adventure,giant monst based on video gam,Monster Hunter
524047,ricromanwaugh,gerardbutler,morenabaccarin,daviddenman,Action Thriller Drama,husband wife relationship kidnap end of the world disast,Greenland
549514,deontaylor,michaelealy,hilaryswank,mikecolter,Thriller,,Fatale
560144,liamo'donnell,lindseymorgan,alexandersiddig,rhonamitra,Science Fiction Action,martial art self sacrific space travel mind control reveng betray female protagonist creatur brother sister relationship,Skylines
759902,shawnlinden,camillesullivan,summerh.howell,devonsawa,Horror Thriller Mystery,husband wife relationship canada cabin wood reveng serial kil police offic dog,Hunter Hunter
651571,johnsuits,brucewillis,thomasjane,codykearsley,Science Fiction Action Horror,,Breach
774372,pauldugdale,arianagrande,scottnicholson,briannicholson,Music Documentary,,"Ariana Grande: Excuse Me, I Love You"
584288,eugeneashe,tessathompson,nnamdiasomugha,ajanaomiking,Drama Romance,,Sylvie's Love
464052,pattyjenkins,galgadot,chrispine,kristenwiig,Action Adventure Fantasy,superhero based on com 1980s action hero dc extended univers,Wonder Woman 1984
508442,petedocter,jamiefoxx,tinafey,grahamnorton,Animation Family Comedy Fantasy Drama,new york c cat,Soul
615677,robertrodriguez,yayagosselin,lyondaniels,andywalken,Action Fantasy Family Comedy,superhero famili,We Can Be Heroes
581032,paulgreengrass,tomhanks,helenazengel,michaelangelocovino,Drama Western Adventure Action,based on novel or book texa hors shootout orphan 19th centuri,News of the World
661914,reginaking,kingsleyben-adir,eligoree,aldishodge,Drama,"miami, florida based on play or mus",One Night in Miami...
582014,emeraldfennell,careymulligan,boburnham,alisonbrie,Thriller Crime Drama,ohio psychopath horror reveng childhood friend woman director,Promising Young Woman
641662,kornélmundruczó,vanessakirby,shialabeouf,ellenburstyn,Drama,"loss of loved on boston, massachusett grief loss of child",Pieces of a Woman
