id,director,actor1,actor2,actor3,genres,keywords,title,comb
9312,paulw.s.anderson,christopherlambert,robinshou,lindenashby,Action Fantasy,martial art monster island gore sorcer tournament violenc based on video gam hand to hand combat,mortal kombat,Action Fantasy martial art monster island gore sorcer tournament violenc based on video gam hand to hand combat christopherlambert robinshou lindenashby paulw.s.anderson
577,gusvansant,nicolekidman,mattdillon,joaquinphoenix,Fantasy Drama Comedy Thriller,adulteri winter obsess televis new hampshir,to die for,Fantasy Drama Comedy Thriller adulteri winter obsess televis new hampshir nicolekidman mattdillon joaquinphoenix gusvansant
11861,jocelynmoorhouse,winonaryder,annebancroft,ellenburstyn,Drama Romance,wedding vow marriage propos married coupl advic marriag love family holiday extramarital affair grandmoth woman director,how to make an american quilt,Drama Romance wedding vow marriage propos married coupl advic marriag love family holiday extramarital affair grandmoth woman director winonaryder annebancroft ellenburstyn jocelynmoorhouse
807,davidfincher,bradpitt,morganfreeman,gwynethpaltrow,Crime Mystery Thriller,self-fulfilling propheci detect s.w.a.t. drug deal eviscer lust and impuls rage and h pride and van insomnia investig pension polic serial kil,se7en,Crime Mystery Thriller self-fulfilling propheci detect s.w.a.t. drug deal eviscer lust and impuls rage and h pride and van insomnia investig pension polic serial kil bradpitt morganfreeman gwynethpaltrow davidfincher
10530,mikegabriel,irenebedard,melgibson,davidogdenstiers,Adventure Animation Drama Family,culture clash settler forbidden lov coloni music gold rush princess romanc native american anim virginia star crossed lov cross cultural relationship musket based on myths or folklor 17th centuri song animal sidekick,pocahontas,Adventure Animation Drama Family culture clash settler forbidden lov coloni music gold rush princess romanc native american anim virginia star crossed lov cross cultural relationship musket based on myths or folklor 17th centuri song animal sidekick irenebedard melgibson davidogdenstiers mikegabriel
8391,patriciarozema,pascalebussières,rachaelcrawford,henryczerny,Drama Romance,professor lgbt woman director,when night is falling,Drama Romance professor lgbt woman director pascalebussières rachaelcrawford henryczerny patriciarozema
629,bryansinger,stephenbaldwin,gabrielbyrne,chazzpalminteri,Drama Crime Thriller,law relat theft crimin criminal mastermind hungarian sibl,the usual suspects,Drama Crime Thriller law relat theft crimin criminal mastermind hungarian sibl stephenbaldwin gabrielbyrne chazzpalminteri bryansinger
11448,woodyallen,woodyallen,mirasorvino,helenabonhamcarter,Comedy Romance,prostitut adopt adoptive fath childless looking for  birth par adoptive moth independent film illegal prostitut child,mighty aphrodite,Comedy Romance prostitut adopt adoptive fath childless looking for  birth par adoptive moth independent film illegal prostitut child woodyallen mirasorvino helenabonhamcarter woodyallen
49133,gianniamelio,enricoloverso,micheleplacido,piromilkani,Drama Foreign,independent film,lamerica,Drama Foreign independent film enricoloverso micheleplacido piromilkani gianniamelio
26441,hollygoldbergsloan,steveguttenberg,oliviad'abo,jayo.sanders,Action Adventure Comedy Family,sport kids and famili soccer woman director,the big green,Action Adventure Comedy Family sport kids and famili soccer woman director steveguttenberg oliviad'abo jayo.sanders hollygoldbergsloan
97406,ulugrosbard,jenniferjasonleigh,marewinningham,tedlevine,Drama,alcohol artist music drug band,georgia,Drama alcohol artist music drug band jenniferjasonleigh marewinningham tedlevine ulugrosbard
9089,jodiefoster,hollyhunter,robertdowneyjr.,annebancroft,Comedy Drama Romance,baltimor thanksgiv family clan family conflict woman director,home for the holidays,Comedy Drama Romance baltimor thanksgiv family clan family conflict woman director hollyhunter robertdowneyjr. annebancroft jodiefoster
11010,michaelradford,philippenoiret,massimotroisi,mariagraziacucinotta,Comedy Drama Romance,island letter postman fisherman poet,the postman,Comedy Drama Romance island letter postman fisherman poet philippenoiret massimotroisi mariagraziacucinotta michaelradford
99040,robertlepage,lothairebluteau,patrickgoyette,jean-louismillette,Thriller Drama Mystery,,the confessional,Thriller Drama Mystery  lothairebluteau patrickgoyette jean-louismillette robertlepage
11359,frankoz,halscardino,litefoot,lindsaycrouse,Adventure Family Fantasy,cupboard game puppet parallel world toy comes to lif,the indian in the cupboard,Adventure Family Fantasy cupboard game puppet parallel world toy comes to lif halscardino litefoot lindsaycrouse frankoz
17182,johnschlesinger,sallyfield,kiefersutherland,edharris,Drama Thriller,rape gun self-defens,eye for an eye,Drama Thriller rape gun self-defens sallyfield kiefersutherland edharris johnschlesinger
2054,stephenherek,richarddreyfuss,glenneheadly,jaythomas,Music Drama Family,compos mentor deaf-mut music apprentic private lif music disabl,mr. holland's opus,Music Drama Family compos mentor deaf-mut music apprentic private lif music disabl richarddreyfuss glenneheadly jaythomas stephenherek
10607,parisbarclay,shawnwayans,marlonwayans,traceycherellejones,Comedy,date slang hip-hop cousin parodi hood gang social satir racism gangster,don't be a menace to south central while drinking your juice in the hood,Comedy date slang hip-hop cousin parodi hood gang social satir racism gangster shawnwayans marlonwayans traceycherellejones parisbarclay
19760,billbennett,sandrabullock,denisleary,yaphetkotto,Comedy Romance,island paint thief seasick,two if by sea,Comedy Romance island paint thief seasick sandrabullock denisleary yaphetkotto billbennett
9536,jasonbloom,paulyshore,stephenbaldwin,joeylaurenadams,Comedy,biotop vegetarian pollut,bio-dome,Comedy biotop vegetarian pollut paulyshore stephenbaldwin joeylaurenadams jasonbloom
11525,farhadmann,patrickbergin,mattfrewer,austino'brien,Action Science Fiction,hacker virtual r comput sword fight,lawnmower man 2: beyond cyberspace,Action Science Fiction hacker virtual r comput sword fight patrickbergin mattfrewer austino'brien farhadmann
4482,josianebalasko,victoriaabril,josianebalasko,alainchabat,Comedy Romance,love triangl southern fr estate ag menage a troi van woman director,french twist,Comedy Romance love triangl southern fr estate ag menage a troi van woman director victoriaabril josianebalasko alainchabat josianebalasko
10634,f.garygray,icecube,christucker,nialong,Comedy,rap mus parent child relationship rapper job,friday,Comedy rap mus parent child relationship rapper job icecube christucker nialong f.garygray
755,robertrodriguez,georgeclooney,quentintarantino,harveykeitel,Horror Action Thriller Crime,danc brother brother relationship sexual obsess showdown sheriff erotic nuditi bank robb vampir holy wat sieg stripper priest explos extreme viol bank robberi preacher hostage situ crucifix recreational vehicl blood spurt convenience stor female vampir,from dusk till dawn,Horror Action Thriller Crime danc brother brother relationship sexual obsess showdown sheriff erotic nuditi bank robb vampir holy wat sieg stripper priest explos extreme viol bank robberi preacher hostage situ crucifix recreational vehicl blood spurt convenience stor female vampir georgeclooney quentintarantino harveykeitel robertrodriguez
11859,andrewsipes,williambaldwin,cindycrawford,stevenberkoff,Action Thriller Romance,bomb miami sex detect handcuff based on novel hostag fbi kidnap russian kgb chase sadism parking garag pizza police protect psychopath remak car crash conspiraci on the run fugit shootout gunfight sadist foot chas police detect police st car chas held at gunpoint fbi ag double cross cult film computer hack machine gun swat team grenade launch underwater scen rogue ag damsel in distress,fair game,Action Thriller Romance bomb miami sex detect handcuff based on novel hostag fbi kidnap russian kgb chase sadism parking garag pizza police protect psychopath remak car crash conspiraci on the run fugit shootout gunfight sadist foot chas police detect police st car chas held at gunpoint fbi ag double cross cult film computer hack machine gun swat team grenade launch underwater scen rogue ag damsel in distress williambaldwin cindycrawford stevenberkoff andrewsipes
28387,noahbaumbach,joshhamilton,oliviad'abo,carlosjacott,Comedy Drama Romance,colleg,kicking and screaming,Comedy Drama Romance colleg joshhamilton oliviad'abo carlosjacott noahbaumbach
48750,claudelelouch,jean-paulbelmondo,michelboujenah,alessandramartines,Drama History,pari nun boxer lawyer jewish,les miserables,Drama History pari nun boxer lawyer jewish jean-paulbelmondo michelboujenah alessandramartines claudelelouch
20927,michaelgoldenberg,christianslater,marystuartmasterson,pamelaadlon,Drama Romance,florist family relationship,bed of roses,Drama Romance florist family relationship christianslater marystuartmasterson pamelaadlon michaelgoldenberg
9102,christianduguay,peterweller,roydupuis,jenniferrubin,Horror Science Fiction,man vs machin alien planet struggle for surviv,screamers,Horror Science Fiction man vs machin alien planet struggle for surviv peterweller roydupuis jenniferrubin christianduguay
124626,susanneofteringer,nico,tinaaumont,jacksonbrowne,Documentary,,nico icon,Documentary  nico tinaaumont jacksonbrowne susanneofteringer
27526,seanpenn,jacknicholson,davidmorse,anjelicahuston,Drama Thriller,loss of daught reveng suspens independent film tragedi,the crossing guard,Drama Thriller loss of daught reveng suspens independent film tragedi jacknicholson davidmorse anjelicahuston seanpenn
9623,briangibson,demimoore,alecbaldwin,josephgordon-levitt,Drama Thriller,juror blackmail court cas son trial courtroom,the juror,Drama Thriller juror blackmail court cas son trial courtroom demimoore alecbaldwin josephgordon-levitt briangibson
46785,jafarpanahi,aidamohammadkhani,mohsenkafili,fereshtehsadreorafaiy,Family Drama,fish money celebr,the white balloon,Family Drama fish money celebr aidamohammadkhani mohsenkafili fereshtehsadreorafaiy jafarpanahi
400,garyfleder,andygarcía,christopherlloyd,williamforsythe,Drama Crime,father son relationship bounty hunt boat way of lif coffin denver godmoth paranoia hitman friendship psychopath reveng murder independent film mafia diner blood gangster violenc illegal prostitut extramarital affair,things to do in denver when you're dead,Drama Crime father son relationship bounty hunt boat way of lif coffin denver godmoth paranoia hitman friendship psychopath reveng murder independent film mafia diner blood gangster violenc illegal prostitut extramarital affair andygarcía christopherlloyd williamforsythe garyfleder
880,marleengorris,willekevanammelrooy,elsdottermans,doravandergroen,Drama Comedy,suicid underdog free lov philosophi rape mentally dis loss of moth village lif world war ii femin indian summer  family histori widow peasant villag mathemat freedom right and justic singl homosexu mother daughter relationship domestic viol univers woman director,antonia's line,Drama Comedy suicid underdog free lov philosophi rape mentally dis loss of moth village lif world war ii femin indian summer  family histori widow peasant villag mathemat freedom right and justic singl homosexu mother daughter relationship domestic viol univers woman director willekevanammelrooy elsdottermans doravandergroen marleengorris
146599,timreid,"alfreeman,jr.",phyliciarashād,paulakelly,Romance Drama,racial segreg family relationship rural set african american,once upon a time... when we were colored,"Romance Drama racial segreg family relationship rural set african american alfreeman,jr. phyliciarashād paulakelly timreid"
188588,henryjaglom,victoriafoyt,vivecalindfors,jonrobinbaitz,,,last summer in the hamptons,
8447,philiphaas,markrylance,kristinscottthomas,patsykensit,Drama Romance,class societi rich woman - poor man scientist naturalist insect,angels and insects,Drama Romance class societi rich woman - poor man scientist naturalist insect markrylance kristinscottthomas patsykensit philiphaas
10534,ridleyscott,jeffbridges,carolinegoodall,johnsavage,Action Drama,sailing trip diari sail surviv coming of ag teenage boy disciplin ship captain caribbean male bond seasick storm at sea 1960s,white squall,Action Drama sailing trip diari sail surviv coming of ag teenage boy disciplin ship captain caribbean male bond seasick storm at sea 1960s jeffbridges carolinegoodall johnsavage ridleyscott
17414,kenkwapis,jasonalexander,fayedunaway,ericlloyd,Adventure Comedy Family,boss fistfight bulli orangutan,dunston checks in,Adventure Comedy Family boss fistfight bulli orangutan jasonalexander fayedunaway ericlloyd kenkwapis
13997,penelopespheeris,chrisfarley,davidspade,grantheslov,Comedy,double act political satir crooked politician woman director,black sheep,Comedy double act political satir crooked politician woman director chrisfarley davidspade grantheslov penelopespheeris
2086,johnbadham,johnnydepp,courtneychase,charless.dutton,Crime Drama Thriller,assassin train stat polit los angel,nick of time,Crime Drama Thriller assassin train stat polit los angel johnnydepp courtneychase charless.dutton johnbadham
9095,stephenfrears,juliaroberts,johnmalkovich,georgecole,Drama Horror Thriller Romance,servant monster laboratori jekyll and hyd 19th centuri,mary reilly,Drama Horror Thriller Romance servant monster laboratori jekyll and hyd 19th centuri juliaroberts johnmalkovich georgecole stephenfrears
12158,wescraven,eddiemurphy,angelabassett,allenpayne,Comedy Horror Romance,vampir half vampir,vampire in brooklyn,Comedy Horror Romance vampir half vampir eddiemurphy angelabassett allenpayne wescraven
9283,teddemme,mattdillon,noahemmerich,annabethgish,Comedy Drama Romance,hometown,beautiful girls,Comedy Drama Romance hometown mattdillon noahemmerich annabethgish teddemme
9208,johnwoo,johntravolta,christianslater,samanthamathis,Action Adventure Drama Thriller,helicopt river captain underground mexican standoff countdown pilot fistfight canyon major betray gunfight train explos desert militari box abandoned min,broken arrow,Action Adventure Drama Thriller helicopt river captain underground mexican standoff countdown pilot fistfight canyon major betray gunfight train explos desert militari box abandoned min johntravolta christianslater samanthamathis johnwoo
40154,kennethbranagh,richardbriers,joancollins,michaelmaloney,Comedy,play hamlet christma actor,a midwinter's tale,Comedy play hamlet christma actor richardbriers joancollins michaelmaloney kennethbranagh
406,mathieukassovitz,vincentcassel,hubertkoundé,saïdtaghmaoui,Drama,pari neo-nazi skinhead robberi police brut hip-hop gun socially deprived famili breakdanc arabian boredom reveng suburb violenc police offic unemploy captur xenophobia,la haine,Drama pari neo-nazi skinhead robberi police brut hip-hop gun socially deprived famili breakdanc arabian boredom reveng suburb violenc police offic unemploy captur xenophobia vincentcassel hubertkoundé saïdtaghmaoui mathieukassovitz
45549,paulw.s.anderson,sadiefrost,judelaw,seanpertwee,Action Adventure Drama Science Fiction Thriller,,shopping,Action Adventure Drama Science Fiction Thriller  sadiefrost judelaw seanpertwee paulw.s.anderson
63076,nickbroomfield,nickbroomfield,heidifleiss,madamalex,Documentary,narrat hollywood prostitut,heidi fleiss: hollywood madam,Documentary narrat hollywood prostitut nickbroomfield heidifleiss madamalex nickbroomfield
11062,haroldbecker,alpacino,johncusack,bridgetfonda,Drama Thriller,corrupt undercov war on drug mayor drug deal presidential elect undercover ag investig polic drug,city hall,Drama Thriller corrupt undercov war on drug mayor drug deal presidential elect undercover ag investig polic drug alpacino johncusack bridgetfonda haroldbecker
13685,wesanderson,lukewilson,owenwilson,lumicavazos,Comedy Crime Drama,brother brother relationship robberi burglar language barri motel independent film psychiatric hospit maid theft nervous breakdown escapad,bottle rocket,Comedy Crime Drama brother brother relationship robberi burglar language barri motel independent film psychiatric hospit maid theft nervous breakdown escapad lukewilson owenwilson lumicavazos wesanderson
47475,nickcastle,ellendegeneres,billpullman,joancusack,Comedy Romance,,mr. wrong,Comedy Romance  ellendegeneres billpullman joancusack nickcastle
2045,johndahl,rayliotta,lindafiorentino,petercoyote,Drama Mystery Science Fiction Thriller,wife husband relationship experi polic murder suspens memori forens gunman animal experiment,unforgettable,Drama Mystery Science Fiction Thriller wife husband relationship experi polic murder suspens memori forens gunman animal experiment rayliotta lindafiorentino petercoyote johndahl
9614,dennisdugan,adamsandler,benstiller,christophermcdonald,Comedy,loss of moth loss of fath golf sport tax,happy gilmore,Comedy loss of moth loss of fath golf sport tax adamsandler benstiller christophermcdonald dennisdugan
688,clinteastwood,merylstreep,clinteastwood,anniecorley,Drama Romance,farewel adulteri love at first sight photograph wife husband relationship iowa love of one's lif mother rol bridg housewif love lett peasant marriage crisi photographi unsoci secret lov,the bridges of madison county,Drama Romance farewel adulteri love at first sight photograph wife husband relationship iowa love of one's lif mother rol bridg housewif love lett peasant marriage crisi photographi unsoci secret lov merylstreep clinteastwood anniecorley clinteastwood
10874,brianhenson,timcurry,kevinbishop,jennifersaunders,Action Comedy Music Family Adventure,island pirate gang puppet treasure hunt,muppet treasure island,Action Comedy Music Family Adventure island pirate gang puppet treasure hunt timcurry kevinbishop jennifersaunders brianhenson
89333,robertleacock,christyturlington,azzedinealaïa,giorgioarmani,Documentary,,catwalk,Documentary  christyturlington azzedinealaïa giorgioarmani robertleacock
197,melgibson,melgibson,catherinemccormack,sophiemarceau,Action Drama History War,individu scotland in love with enemi legend independ ideal revolt tyranni,braveheart,Action Drama History War individu scotland in love with enemi legend independ ideal revolt tyranni melgibson catherinemccormack sophiemarceau melgibson
103,martinscorsese,robertdeniro,cybillshepherd,harveykeitel,Crime Drama,vietnam veteran taxi obsess drug deal night shift vigilant alien misanthrop shot to death illegal prostitut loner,taxi driver,Crime Drama vietnam veteran taxi obsess drug deal night shift vigilant alien misanthrop shot to death illegal prostitut loner robertdeniro cybillshepherd harveykeitel martinscorsese
33542,stanleytong,jackiechan,anitamui,françoiseyip,Crime Action Comedy Thriller,new york martial art supermarket gang war gang wed diamond bronx duringcreditssting,rumble in the bronx,Crime Action Comedy Thriller new york martial art supermarket gang war gang wed diamond bronx duringcreditssting jackiechan anitamui françoiseyip stanleytong
43566,barbetschroeder,merylstreep,liamneeson,edwardfurlong,Drama Thriller,,before and after,Drama Thriller  merylstreep liamneeson edwardfurlong barbetschroeder
71754,mortransen,helenabonhamcarter,cliverussell,craigolejnik,Drama,mine dance lesson coal min bagpip,margaret's museum,Drama mine dance lesson coal min bagpip helenabonhamcarter cliverussell craigolejnik mortransen
51352,jonblair,kennethbranagh,glennclose,,Documentary Drama Foreign,fascism auschwitz typhus victim interview prejudic burglari rabbit,anne frank remembered,
16934,benjaminross,tobiasarnold,ruthsheen,rogerlloydpack,Comedy Crime Drama,london england poison based on true stori murder serial kil mental institut teenag psychiatrist,the young poisoner's handbook,Comedy Crime Drama london england poison based on true stori murder serial kil mental institut teenag psychiatrist tobiasarnold ruthsheen rogerlloydpack benjaminross
10324,ericschaeffer,sarahjessicaparker,ellemacpherson,scarlettjohansson,Comedy Romance,roommat singl love independent film best friend brooklyn bridg,if lucy fell,Comedy Romance roommat singl love independent film best friend brooklyn bridg sarahjessicaparker ellemacpherson scarlettjohansson ericschaeffer
